H2,CH4,C2H6,C2H4,C2H2,Type
545.0,130.0,16.0,153.0,239.0,Arc discharge
7150.0,1440.0,97.0,1210.0,1760.0,Arc discharge
620.0,325.0,38.0,181.0,244.0,Arc discharge
120.0,31.0,0.0,66.0,94.0,Arc discharge
755.0,229.0,32.0,404.0,460.0,Arc discharge
5100.0,1430.0,0.0,1140.0,1010.0,Arc discharge
13500.0,6110.0,212.0,4510.0,4040.0,Arc discharge
3090.0,5020.0,323.0,3800.0,2540.0,Arc discharge
1820.0,405.0,35.0,365.0,634.0,Arc discharge
535.0,160.0,16.0,305.0,680.0,Arc discharge
137.0,67.0,7.0,53.0,104.0,Arc discharge
1084.0,188.0,8.0,166.0,769.0,Arc discharge
34.0,21.0,4.0,49.0,56.0,Arc discharge
7940.0,2000.0,355.0,3120.0,5390.0,Arc discharge
150.0,130.0,9.0,55.0,30.0,Arc discharge
8200.0,3790.0,250.0,4620.0,5830.0,Arc discharge
260.0,215.0,35.0,334.0,277.0,Arc discharge
75.0,15.0,7.0,14.0,26.0,Arc discharge
530.0,345.0,85.0,266.0,250.0,Arc discharge
60.0,5.0,2.0,21.0,21.0,Arc discharge
90.0,28.0,8.0,31.0,32.0,Arc discharge
220.0,77.0,22.0,170.0,240.0,Arc discharge
5900.0,1500.0,68.0,1200.0,2300.0,Arc discharge
420.0,250.0,41.0,530.0,800.0,Arc discharge
2800.0,2800.0,234.0,3500.0,3600.0,Arc discharge
99.0,170.0,20.0,200.0,190.0,Arc discharge
800.0,160.0,23.0,260.0,600.0,Arc discharge
1500.0,395.0,28.0,395.0,323.0,Arc discharge
20000.0,13000.0,1850.0,29000.0,57000.0,Arc discharge
305.0,85.0,25.0,197.0,130.0,Arc discharge
1900.0,530.0,35.0,383.0,434.0,Arc discharge
110.0,62.0,90.0,140.0,250.0,Arc discharge
3700.0,1690.0,128.0,2810.0,3270.0,Arc discharge
2770.0,660.0,54.0,712.0,763.0,Arc discharge
245.0,120.0,18.0,131.0,167.0,Arc discharge
1170.0,255.0,18.0,312.0,325.0,Arc discharge
4419.0,3564.0,668.0,2861.0,2025.0,Arc discharge
810.0,580.0,111.0,570.0,490.0,Arc discharge
5000.0,1200.0,83.0,1000.0,1100.0,Arc discharge
10000.0,6730.0,345.0,7330.0,10400.0,Arc discharge
1570.0,735.0,87.0,1330.0,1740.0,Arc discharge
14.0,44.0,124.0,7.0,1.0,Low-temperature overheating
2031.0,149.0,20.0,3.0,0.0,Low-temperature overheating
48.0,610.0,29.0,10.0,0.0,Low-temperature overheating
12.0,18.0,4.0,4.0,0.0,Low-temperature overheating
66.0,60.0,2.0,7.0,0.0,Low-temperature overheating
1450.0,940.0,211.0,322.0,61.0,Low-temperature overheating
0.0,18900.0,410.0,540.0,330.0,Low-temperature overheating
360.0,610.0,259.0,260.0,9.0,Low-temperature overheating
1.0,27.0,49.0,4.0,1.0,Low-temperature overheating
1270.0,3450.0,520.0,1390.0,8.0,Low-temperature overheating
33.0,29.0,0.0,12.0,9.0,Low-temperature overheating
46.0,98.0,0.0,41.3,26.3,Low-temperature overheating
60.0,60.0,0.3,40.0,16.0,Low-temperature overheating
87.2,73.18,0.0,56.88,27.14,Low-temperature overheating
97.0,110.0,0.0,85.0,34.0,Low-temperature overheating
110.4,112.0,0.0,80.8,32.5,Low-temperature overheating
29.9,24.1,0.6,92.5,343.0,Low-temperature overheating
120.0,120.0,0.55,84.0,33.0,Low-temperature overheating
143.2,123.0,0.0,75.0,38.0,Low-temperature overheating
181.0,162.0,0.0,132.0,70.0,Low-temperature overheating
3420.0,7870.0,1500.0,6990.0,33.0,Middle-temperature overheating
960.0,4000.0,1290.0,1560.0,6.0,Middle-temperature overheating
24700.0,61000.0,26300.0,42100.0,1560.0,Middle-temperature overheating
480.0,1075.0,298.0,1132.0,0.0,Middle-temperature overheating
40000.0,400.0,70.0,600.0,6.0,Middle-temperature overheating
20.0,41.9,0.38,44.2,20.2,Middle-temperature overheating
20.37,59.79,0.0,80.49,45.24,Middle-temperature overheating
23.51,61.33,1.01,98.03,45.21,Middle-temperature overheating
46.9,161.6,56.0,193.6,94.1,Middle-temperature overheating
47.0,120.0,3.0,198.0,90.0,Middle-temperature overheating
72.0,442.0,0.7,461.0,221.0,Middle-temperature overheating
110.6,458.8,0.0,406.4,242.6,Middle-temperature overheating
128.0,419.0,0.35,614.1,269.5,Middle-temperature overheating
24.0,34.6,0.0,21.7,14.2,Middle-temperature overheating
613.0,3240.0,0.0,2788.0,1432.0,Middle-temperature overheating
8800.0,64064.0,72128.0,95650.0,0.0,High-temperature overheating
6709.0,10500.0,1400.0,17700.0,750.0,High-temperature overheating
1100.0,1600.0,221.0,2010.0,26.0,High-temperature overheating
290.0,966.0,299.0,1810.0,57.0,High-temperature overheating
2500.0,10500.0,4790.0,13500.0,6.0,High-temperature overheating
1860.0,4980.0,0.0,10700.0,1600.0,High-temperature overheating
860.0,1670.0,30.0,2050.0,40.0,High-temperature overheating
150.0,22.0,9.0,60.0,11.0,High-temperature overheating
400.0,940.0,210.0,820.0,24.0,High-temperature overheating
6.0,2990.0,29990.0,26076.0,67.0,High-temperature overheating
100.0,200.0,110.0,670.0,11.0,High-temperature overheating
290.0,1260.0,231.0,820.0,8.0,High-temperature overheating
1550.0,2740.0,816.0,5450.0,184.0,High-temperature overheating
3910.0,4290.0,626.0,6040.0,1230.0,High-temperature overheating
12705.0,23498.0,6047.0,34257.0,5188.0,High-temperature overheating
1.0,8.0,8.0,100.0,6.0,High-temperature overheating
300.0,700.0,280.0,1700.0,36.0,High-temperature overheating
107.0,143.0,34.0,222.0,2.0,High-temperature overheating
35.1,50.6,1.1,93.0,16.1,High-temperature overheating
68.0,99.2,0.0,202.9,35.9,High-temperature overheating
156.0,240.0,0.98,399.0,54.0,High-temperature overheating
63.0,149.6,0.0,276.0,51.5,High-temperature overheating
30.0,25.5,1.8,93.0,31.5,High-temperature overheating
165.62,240.95,13.53,514.53,61.32,High-temperature overheating
164.0,244.0,8.3,497.0,103.0,High-temperature overheating
135.65,278.53,2.95,492.0,58.86,High-temperature overheating
135.88,362.42,3.74,826.65,125.22,High-temperature overheating
236.0,410.2,3.5,817.3,159.0,High-temperature overheating
46.1,21.5,615.0,15.8,12.0,Normal
14.67,3.68,10.54,2.71,0.2,Normal
31.0,23.0,10.6,7.1,0.4,Normal
33.0,26.0,6.0,53.0,0.2,Normal
14.5,3.8,105.0,2.8,0.2,Normal
0.33,0.26,0.04,0.27,0.0,Normal
5.8,2.7,1.8,0.8,0.0,Normal
15.02,4.2,9.8,25.0,0.2,Normal
39.0,24.49,18.4,11.43,6.0,Normal
46.81,35.6,8.51,7.0,0.28,Normal
34.4,2.98,332.0,27.73,2.5,Normal
46.0,11.58,33.1,8.52,0.63,Normal
39.81,24.5,18.37,11.4,6.53,Normal
45.6,36.99,7.9,7.52,31.0,Normal
33.6,3.04,33.17,28.5,2.47,Normal
41.9,33.61,14.3,8.94,0.6,Normal
82.4,1548.2,403.8,320.9,0.0,Low-temperature overheating
19.24,110.0,181.38,3.38,0.33,Low-temperature overheating
73.38,157.49,244.65,35.68,0.0,Low-temperature overheating
70.84,148.56,238.36,35.24,0.0,Low-temperature overheating
19.19,187.55,329.49,74.43,1.0,Low-temperature overheating
58.54,116.04,175.74,34.12,0.72,Low-temperature overheating
144.0,755.0,248.0,500.0,1.0,Middle-temperature overheating
231.1,919.6,669.1,1499.6,5.61,Middle-temperature overheating
21.5,135.7,140.1,310.3,0.0,Middle-temperature overheating
259.0,863.0,393.0,994.0,6.0,Middle-temperature overheating
22.4,137.2,43.5,44.8,4.3,Middle-temperature overheating
27.0,48.2,18.4,46.3,0.8,Middle-temperature overheating
200.0,700.0,250.0,740.0,1.0,Middle-temperature overheating
4072.0,15850.0,9057.0,22621.0,535.0,Middle-temperature overheating
27.0,90.0,42.0,63.0,0.2,Middle-temperature overheating
680.0,4895.0,1846.0,3662.0,0.0,Middle-temperature overheating
4.32,193.0,118.0,125.0,0.0,Middle-temperature overheating
0.0,434.0,226.0,387.0,0.0,Middle-temperature overheating
23.51,61.33,45.21,98.03,1.01,Middle-temperature overheating
24.16,261.05,196.13,201.4,0.87,Middle-temperature overheating
26.7,90.6,49.2,95.0,0.5,Middle-temperature overheating
46.9,161.6,94.1,193.3,0.56,Middle-temperature overheating
0.0,31.33,17.59,51.08,0.0,Middle-temperature overheating
15.3,26.2,21.0,52.8,0.0,Middle-temperature overheating
58.0,290.0,149.0,373.0,0.0,Middle-temperature overheating
22.2,50.7,24.1,56.9,0.0,Middle-temperature overheating
27.5,48.2,18.4,46.0,0.01,Middle-temperature overheating
13.1,44.7,91.5,213.3,4.2,Middle-temperature overheating
679.0,1992.0,1823.0,3671.0,0.0,Middle-temperature overheating
24.0,27.8,24.4,30.0,0.0,Middle-temperature overheating
33.9,36.5,31.5,39.3,0.0,Middle-temperature overheating
230.0,572.4,343.0,768.9,0.51,Middle-temperature overheating
215.6,255.1,160.2,350.4,0.0,Middle-temperature overheating
78.0,70.1,294.8,635.8,12.2,Middle-temperature overheating
164.0,244.0,103.0,497.0,8.3,High-temperature overheating
172.6,306.6,75.8,367.4,1.9,High-temperature overheating
109.0,431.0,116.0,446.0,0.64,High-temperature overheating
172.9,334.1,172.9,812.5,37.7,High-temperature overheating
25.1,411.91,320.9,1832.8,18.4,High-temperature overheating
56.0,286.0,96.0,928.0,7.0,High-temperature overheating
336.0,419.0,105.0,1074.0,21.0,High-temperature overheating
11.3,24.6,12.7,59.9,2.8,High-temperature overheating
78.0,161.0,86.0,353.0,10.0,High-temperature overheating
10.86,35.9,17.58,92.53,0.0,High-temperature overheating
73.0,520.0,140.0,1200.0,6.0,High-temperature overheating
42.0,97.0,157.0,600.0,0.0,High-temperature overheating
86.0,110.0,18.0,92.0,7.4,High-temperature overheating
766.0,993.0,116.0,665.0,4.0,High-temperature overheating
220.0,340.0,42.0,480.0,14.0,High-temperature overheating
170.0,320.0,53.0,520.0,3.2,High-temperature overheating
116.0,258.0,94.0,466.0,5.0,High-temperature overheating
98.0,252.0,95.0,645.0,23.0,High-temperature overheating
18.0,250.4,172.8,707.9,0.0,High-temperature overheating
2.02,16.82,3.9,77.25,0.0,High-temperature overheating
17.31,21.73,5.83,52.3,2.83,High-temperature overheating
64.0,250.0,145.0,846.0,3.2,High-temperature overheating
12.51,31.68,8.91,45.18,0.27,High-temperature overheating
15.64,35.35,9.74,38.48,0.12,High-temperature overheating
13.0,33.5,9.2,36.7,0.12,High-temperature overheating
2.17,45.59,7.97,43.9,0.04,High-temperature overheating
2.7,41.03,7.82,48.36,0.0,High-temperature overheating
14.08,30.14,7.32,39.15,0.0,High-temperature overheating
14.23,32.05,8.16,42.62,0.07,High-temperature overheating
18.0,23.7,27.1,164.0,6.5,High-temperature overheating
1430.0,6632.0,1779.0,5506.0,7.0,High-temperature overheating
190.0,920.0,410.0,3180.0,15.0,High-temperature overheating
160.0,223.0,45.0,495.0,11.0,High-temperature overheating
130.0,270.0,67.0,500.0,3.0,High-temperature overheating
73.0,520.0,140.0,1230.0,7.0,High-temperature overheating
135.0,466.0,70.0,502.0,9.0,High-temperature overheating
610.0,1200.0,300.0,1800.0,6.0,High-temperature overheating
147.0,766.0,506.0,2078.0,3.1,High-temperature overheating
26.0,88.3,46.0,196.0,0.0,High-temperature overheating
5.49,35.9,28.1,156.0,0.0,High-temperature overheating
12.0,23.0,9.0,98.0,0.0,High-temperature overheating
14.0,29.0,18.0,174.0,0.0,High-temperature overheating
117.0,357.0,92.0,486.0,4.0,High-temperature overheating
18.95,46.97,6.94,61.54,0.0,High-temperature overheating
305.0,904.0,52.0,411.0,0.0,High-temperature overheating
16.0,26.1,7.1,24.4,0.1,High-temperature overheating
32.0,41.6,10.1,120.5,2.61,High-temperature overheating
34.0,48.5,12.9,141.0,3.31,High-temperature overheating
11.0,102.4,57.9,277.6,0.0,High-temperature overheating
24.0,137.0,62.0,329.5,0.0,High-temperature overheating
43.0,50.9,11.6,127.9,2.9,High-temperature overheating
26.0,21.0,15.0,12.0,1.0,Partial discharge
25.2,1.2,6.5,1.3,0.2,Partial discharge
980.0,73.0,58.0,12.0,0.0,Partial discharge
420.0,373.0,14.9,30.0,0.2,Partial discharge
1198.0,3.2,1.4,3.2,0.5,Partial discharge
83.26,45.32,18.1,36.45,0.26,Partial discharge
1958.0,14.5,11.6,2.4,0.7,Partial discharge
565.0,26.5,6.9,2.1,0.0,Partial discharge
625.0,49.0,9.0,7.0,0.6,Partial discharge
2587.2,7.88,4.7,1.4,0.0,Partial discharge
87.27,6.5,5.16,1.07,0.0,Partial discharge
560.0,0.0,0.6,0.7,0.0,Partial discharge
89.99,5.35,1.96,2.7,0.0,Partial discharge
1300.0,110.0,137.0,52.0,22.2,Partial discharge
650.0,53.0,34.0,20.0,0.0,Partial discharge
1565.0,93.0,34.0,47.0,0.0,Partial discharge
1308.0,125.0,112.0,6.0,0.0,Partial discharge
654.0,55.0,34.0,20.0,0.0,Partial discharge
2437.0,115.5,22.6,3.5,0.2,Partial discharge
565.0,93.0,34.0,47.0,0.0,Partial discharge
84.3,8.0,7.2,0.4,0.0,Partial discharge
980.0,73.0,58.0,12.0,0.0,Partial discharge
565.0,93.0,34.0,47.0,2.7,Partial discharge
180.85,0.574,0.234,0.188,0.0,Partial discharge
170.0,24.0,7.0,17.0,54.0,Spark discharge
30.0,7.4,8.5,1.8,19.0,Spark discharge
14.1,4.0,1.3,1.5,9.5,Spark discharge
29.5,4.5,0.5,3.5,29.1,Spark discharge
65.5,233.0,1.0,2.1,26.0,Spark discharge
41.18,4.41,1.47,1.47,16.18,Spark discharge
36.22,7.52,6.38,2.51,12.98,Spark discharge
36.7,7.4,6.2,2.8,12.8,Spark discharge
2781.0,1293.0,248.0,23.0,84.0,Spark discharge
78.0,28.0,13.0,29.0,110.0,Spark discharge
30.64,29.84,6.82,16.071,99.0,Spark discharge
549.1,121.2,25.4,31.9,198.5,Spark discharge
68.72,9.05,11.38,1.71,34.88,Spark discharge
225.1,215.9,605.5,88.7,1849.0,Spark discharge
99.39,28.86,16.07,6.82,52.3,Spark discharge
345.0,112.25,27.5,51.5,58.75,Spark discharge
80.0,20.0,6.0,20.0,62.0,Spark discharge
66.0,8.27,8.21,9.21,8.21,Spark discharge
59.0,10.4,4.0,10.0,12.7,Spark discharge
75.0,2.98,0.6,3.57,14.29,Spark discharge
410.0,32.88,2.59,24.76,191.0,Spark discharge
330.2,28.3,2.55,25.98,203.87,Spark discharge
584.67,104.44,9.04,193.0,530.89,Spark discharge
61.5,24.6,1.33,5.6,20.5,Spark discharge
540.0,119.0,27.1,39.0,201.5,Spark discharge
49.1,12.2,3.9,0.3,4.8,Spark discharge
22.5,8.5,7.3,1.2,8.4,Spark discharge
59.0,28.0,9.0,70.0,15.0,Arc discharge
673.6,423.5,77.5,988.9,344.4,Arc discharge
1678.0,652.9,80.7,1005.9,419.1,Arc discharge
40.9,11.9,4.5,69.3,29.0,Arc discharge
23.7,13.6,2.8,11.1,25.8,Arc discharge
56.0,25.0,6.0,85.0,10.0,Arc discharge
143.0,92.0,12.0,133.0,79.0,Arc discharge
6725.8,1492.5,5643.0,3070.5,4877.0,Arc discharge
279.0,41.0,9.7,42.0,34.0,Arc discharge
162.0,109.0,11.1,201.0,183.0,Arc discharge
32.6,15.47,4.97,38.67,8.29,Arc discharge
35.88,9.3,1.59,15.4,17.66,Arc discharge
56.82,9.86,2.16,11.59,17.97,Arc discharge
940.0,440.0,3.0,530.0,460.0,Arc discharge
980.0,570.0,37.0,480.0,54.0,Arc discharge
420.0,200.0,14.0,230.0,180.0,Arc discharge
328.0,73.0,3.0,73.0,65.0,Arc discharge
60.0,40.0,10.0,110.0,70.0,Arc discharge
57.0,13.0,0.1,11.0,12.0,Arc discharge
71.0,16.0,3.3,62.0,10.0,Arc discharge
44.09,13.64,2.42,20.08,2021.0,Arc discharge
150.0,27.0,5.6,65.0,90.0,Arc discharge
59.0,28.0,9.0,70.0,15.0,Arc discharge
335.0,67.0,18.0,143.0,170.0,Arc discharge
250.0,63.0,3.8,66.0,120.0,Arc discharge
293.0,50.0,13.0,115.0,120.0,Arc discharge
443.0,85.0,9.5,103.0,174.0,Arc discharge
379.15,18.1,3.93,25.44,33.13,Arc discharge
20.0,3.9,0.6,4.4,6.3,Arc discharge
138.7,50.8,7.7,552.0,96.0,Arc discharge
248.47,22.84,11.52,63.54,32.17,Arc discharge
39.184,24.49,18.367,11.429,6.5306,Normal
46.809,36.879,8.5106,7.5177,0.2837,Normal
42.017,33.613,14.846,8.9636,0.5602,Normal
46.132,11.572,33.145,8.522,0.6289,Normal
93.5,36.7,111.2,69.4,1.1,Normal
112.0,93.3,132.0,123.6,0.5,Normal
14.2,4.4,13.96,2.48,0.17,Normal
80.6,8.9,5.3,4.7,0.3,Normal
15.0,12.0,5.3,3.2,0.2,Normal
34.1,14.0,2.5,1.1,0.0,Normal
10.4,7.7,1.6,0.8,0.0,Normal
15.6,2.9,5.0,41.4,3.9,Normal
33.663,2.9703,33.168,27.723,2.4752,Normal
5.07,26.26,3.17,2.77,0.21,Low-temperature overheating
59.26,120.18,185.6,36.84,0.05,Low-temperature overheating
137.0,251.0,32.0,14.0,0.0,Low-temperature overheating
61.88,88.76,83.81,76.14,0.14,Low-temperature overheating
181.7,262.5,41.6,28.6,1.0,Low-temperature overheating
181.0,262.0,41.0,28.0,0.0,Low-temperature overheating
86.0,110.0,118.0,92.0,7.4,Low-temperature overheating
11.03,22.51,111.3,7.967,3.314,Low-temperature overheating
20.0,207.0,2.5,2.4,0.4,Low-temperature overheating
87.2,91.3,72.3,120.1,1.0,Low-temperature overheating
72.0,2442.0,221.0,461.0,0.7,Middle-temperature overheating
139.0,714.0,351.0,634.0,0.0,Middle-temperature overheating
19.0,136.0,55.0,164.0,0.29,Middle-temperature overheating
23.6,170.6,180.4,450.9,0.0,Middle-temperature overheating
18.4,29.1,9.7,26.9,0.4,Middle-temperature overheating
22.7,150.3,160.8,400.8,0.0,Middle-temperature overheating
972.0,3411.0,1436.0,1639.0,0.0,Middle-temperature overheating
194.8,917.7,565.89,1460.9,0.0,Middle-temperature overheating
139.0,345.0,184.0,533.0,0.0,Middle-temperature overheating
70.2,246.6,171.5,371.0,0.0,Middle-temperature overheating
211.0,769.2,465.0,1210.4,0.0,Middle-temperature overheating
13.6,46.5,45.0,116.1,0.0,Middle-temperature overheating
118.0,434.0,228.0,638.0,0.0,Middle-temperature overheating
159.8,438.9,3112.4,644.6,0.38,Middle-temperature overheating
300.0,490.0,180.0,360.0,95.0,Middle-temperature overheating
230.0,5723.0,243.0,768.9,0.51,Middle-temperature overheating
3.76,26.88,7.22,61.8,0.31,High-temperature overheating
16.0,237.0,92.0,470.0,0.0,High-temperature overheating
171.19,628.34,354.87,1619.9,46.26,High-temperature overheating
27.4,63.2,32.7,137.8,0.52,High-temperature overheating
157.2,718.13,727.56,2434.3,153.36,High-temperature overheating
73.38,157.49,35.68,244.65,0.0,High-temperature overheating
58.54,116.04,34.12,175.74,0.72,High-temperature overheating
159.0,212.4,82.4,260.0,0.35,High-temperature overheating
14.42,44.83,3.26,72.63,0.0,High-temperature overheating
152.0,247.3,101.2,3132.0,0.35,High-temperature overheating
100.0,106.3,19.3,216.6,14.2,High-temperature overheating
807.55,955.76,518.53,2286.7,65.86,High-temperature overheating
32.61,294.63,141.74,910.82,10.39,High-temperature overheating
28.34,71.41,4.78,131.0,0.0,High-temperature overheating
1400.0,7500.0,5120.0,19370.0,124.0,High-temperature overheating
115.0,332.0,104.0,604.0,2.85,High-temperature overheating
40.0,112.9,54.0,185.3,0.3,High-temperature overheating
41.0,58.2,25.9,129.8,1.0,High-temperature overheating
94.3,94.7,36.2,163.2,0.0,High-temperature overheating
8.5,14.1,31.7,175.9,0.0,High-temperature overheating
143.0,305.0,721.0,78.0,2.0,High-temperature overheating
30.0,25.5,31.5,93.0,1.81,High-temperature overheating
740.0,1856.0,78.2,3528.0,706.0,High-temperature overheating
26.5,298.0,0.0,69.3,8.6,High-temperature overheating
2073.0,85.6,17.4,2.6,0.0,Partial discharge
568.0,26.5,6.9,2.1,0.0,Partial discharge
3433.0,180.0,34.3,3.4,0.3,Partial discharge
150.0,11.6,50.6,29.0,1.1,Partial discharge
1308.0,125.0,112.0,6.0,0.0,Partial discharge
177.21,13.83,6.6,2.36,0.0,Partial discharge
538.3,12.6,8.67,14.07,0.33,Partial discharge
3433.0,180.0,34.4,3.6,0.4,Partial discharge
181.0,0.6,0.2,0.2,0.0,Partial discharge
189.93,8.74,1.25,0.04,0.04,Partial discharge
242.0,6.0,1.0,4.0,0.0,Partial discharge
8300.0,1590.1,90.4,110.0,370.1,Spark discharge
14.2,4.0,1.4,1.5,9.51,Spark discharge
3.09,0.55,2.96,4.56,42.75,Spark discharge
31.0,6.6,19.0,4.7,67.0,Spark discharge
3.3,1.1,3.1,0.9,3.3,Spark discharge
361.0,29.0,2.74,25.67,197.2,Spark discharge
30.1,17.1,2.2,5.5,5.2,Spark discharge
54.0,7.0,7.4,8.6,5.4,Spark discharge
49.9,23.6,2.8,6.2,10.2,Spark discharge
43.6,20.1,32.0,7.2,10.9,Spark discharge
388.61,25.39,9.98,43.92,41.55,Arc discharge
647.9,189.9,5.9,164.2,201.4,Arc discharge
512.0,87.0,11.5,163.9,185.21,Arc discharge
698.0,457.0,107.1,860.0,988.6,Arc discharge
23.0,5.9,1.0,11.0,3.62,Arc discharge
207.1,107.16,1939.0,136.59,159.65,Arc discharge
1350.3,602.76,46.1,705.61,896.69,Arc discharge
531.0,111.9,22.7,122.5,169.0,Arc discharge
447.6,196.0,33.3,188.6,22.65,Arc discharge
344.1,213.0,18.6,199.9,257.6,Arc discharge
3312.0,38.0,6.5,42.0,54.0,Arc discharge
642.9,195.5,17.9,172.9,197.4,Arc discharge
6785.0,1149.0,251.0,2525.0,3574.4,Arc discharge
602.6,186.0,13.7,190.5,260.7,Arc discharge
256.61,82.87,6.41,82.65,167.5,Arc discharge
176.0,40.0,11.0,71.0,79.0,Arc discharge
2307.0,6233.0,26.87,339.32,550.0,Arc discharge
499.58,26.61,14.5,619.2,2415.6,Arc discharge
410.0,120.0,18.0,71.0,250.0,Arc discharge
46.63,6.22,1.55,7.25,27.98,Arc discharge
31.0,6.6,19.0,4.7,67.0,Arc discharge
7.6,96.3,26.7,4.7,135.0,Arc discharge
46.1,21.5,61.5,15.8,1.2,Normal
14.67,3.68,10.54,2.71,0.2,Normal
31.0,23.0,10.6,7.1,0.4,Normal
33.0,26.0,6.0,5.3,0.2,Normal
14.5,3.8,10.5,2.8,0.2,Normal
0.33,0.26,0.04,0.27,0.0,Normal
100.0,200.0,200.0,200.0,20.0,Normal
0.0,225.0,225.0,110.0,3.0,Normal
105.0,125.0,71.0,166.0,10.0,Normal
100.0,50.0,65.0,50.0,15.0,Normal
100.0,70.0,70.0,170.0,10.0,Normal
0.0,224.0,224.0,112.0,5.0,Normal
200.0,50.0,50.0,200.0,3.0,Normal
85.0,0.0,80.0,35.0,70.0,Normal
33.6,3.04,33.17,28.5,2.47,Normal
41.9,33.61,14.3,8.94,0.6,Normal
98.0,155.0,54.0,300.0,1.5,High-temperature overheating
8800.0,64064.0,72128.0,95650.0,0.0,High-temperature overheating
6709.0,10500.0,1400.0,17700.0,750.0,High-temperature overheating
1100.0,1600.0,221.0,2010.0,26.0,High-temperature overheating
290.0,966.0,299.0,1810.0,57.0,High-temperature overheating
2500.0,10500.0,4790.0,13500.0,6.0,High-temperature overheating
860.0,1670.0,30.0,2050.0,40.0,High-temperature overheating
150.0,22.0,9.0,60.0,11.0,High-temperature overheating
400.0,940.0,210.0,820.0,24.0,High-temperature overheating
6.0,2990.0,29990.0,26076.0,67.0,High-temperature overheating
100.0,200.0,110.0,670.0,11.0,High-temperature overheating
290.0,1260.0,231.0,820.0,8.0,High-temperature overheating
1550.0,2740.0,816.0,5450.0,184.0,High-temperature overheating
3910.0,4290.0,626.0,6040.0,1230.0,High-temperature overheating
12705.0,23498.0,6047.0,34257.0,5188.0,High-temperature overheating
78.0,20.0,11.0,13.0,28.0,Spark discharge
305.0,100.0,33.0,161.0,541.0,Spark discharge
35.0,6.0,3.0,26.0,482.0,Spark discharge
543.0,120.0,41.0,411.0,1880.0,Spark discharge
1230.0,163.0,27.0,233.0,692.0,Spark discharge
60.0,10.0,4.0,4.0,4.0,Spark discharge
95.0,10.0,0.0,11.0,39.0,Spark discharge
650.0,81.0,170.0,51.0,270.0,Spark discharge
210.0,22.0,6.0,6.0,7.0,Spark discharge
385.0,60.0,8.0,53.0,159.0,Spark discharge
4230.0,690.0,5.0,196.0,1180.0,Spark discharge
7600.0,1230.0,318.0,836.0,1560.0,Spark discharge
595.0,80.0,9.0,89.0,244.0,Spark discharge
120.0,25.0,1.0,8.0,40.0,Spark discharge
8.0,0.0,0.0,43.0,101.0,Spark discharge
6454.0,2313.0,121.0,2159.0,6432.0,Spark discharge
2177.0,1049.0,207.0,440.0,705.0,Spark discharge
1790.0,580.0,321.0,336.0,619.0,Spark discharge
4.0,1.0,2.0,7.0,52.0,Spark discharge
1900.0,285.0,31.0,957.0,7730.0,Spark discharge
141.0,131.0,13.0,139.0,19.0,Spark discharge
673.6,423.5,77.5,988.9,344.4,Arc discharge
1678.0,652.9,80.7,1005.9,419.1,Arc discharge
440.0,89.0,19.0,304.0,757.0,Arc discharge
210.0,43.0,12.0,102.0,187.0,Arc discharge
2850.0,1115.0,138.0,1987.0,3675.0,Arc discharge
7020.0,1850.0,0.0,2960.0,4410.0,Arc discharge
545.0,130.0,16.0,153.0,239.0,Arc discharge
7150.0,1440.0,97.0,1210.0,1760.0,Arc discharge
620.0,325.0,38.0,181.0,244.0,Arc discharge
120.0,31.0,0.0,66.0,94.0,Arc discharge
755.0,229.0,32.0,404.0,460.0,Arc discharge
5100.0,1430.0,0.0,1140.0,1010.0,Arc discharge
13500.0,6110.0,212.0,4510.0,4040.0,Arc discharge
1570.0,1110.0,175.0,1780.0,1830.0,Arc discharge
3090.0,5020.0,323.0,3800.0,2540.0,Arc discharge
32930.0,2397.0,157.0,0.0,0.0,Partial discharge
92600.0,10200.0,0.0,0.0,0.0,Partial discharge
8266.0,1061.0,22.0,0.0,0.0,Partial discharge
9340.0,995.0,60.0,6.0,7.0,Partial discharge
36036.0,4704.0,554.0,5.0,10.0,Partial discharge
33046.0,619.0,58.0,2.0,0.0,Partial discharge
40280.0,1069.0,1060.0,1.0,1.0,Partial discharge
26788.0,18342.0,2111.0,27.0,0.0,Partial discharge
8266.0,1061.0,22.0,0.1,0.1,Partial discharge
3.6,7.3,2.8,1.0,0.4,Normal
15.1,5.7,1.1,1.8,0.0,Normal
29.2,12.0,2.8,4.0,0.0,Normal
10.0,12.9,5.7,2.0,1.0,Normal
5.3,19.8,4.3,5.0,0.0,Normal
26.0,18.5,9.8,6.9,0.0,Normal
35.4,39.6,6.8,71.5,1.5,Low-temperature overheating
49.7,106.4,42.9,26.5,0.0,Low-temperature overheating
46.3,160.2,17.7,102.3,0.0,Low-temperature overheating
11.0,57.2,44.0,308.0,2.4,High-temperature overheating
29.7,101.4,22.1,242.3,1.0,High-temperature overheating
30.8,160.3,124.3,479.6,0.0,High-temperature overheating
43.7,137.5,123.2,418.0,0.0,High-temperature overheating
49.5,63.8,70.4,310.2,3.4,High-temperature overheating
59.3,9.1,1.2,6.6,7.8,Partial discharge
90.2,98.2,13.2,30.8,8.8,Partial discharge
104.0,520.0,167.7,1247.9,2.5,High-temperature overheating
126.6,134.6,60.1,308.2,0.1,High-temperature overheating
36.4,189.3,147.0,567.1,0.0,High-temperature overheating
77.1,11.8,1.6,8.6,10.1,Partial discharge
